"file","type","variable","domain","model","experiment","ensemble","time"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r2i1p3_225101-227512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r2i1p3","225101-227512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r2i1p3_227601-230012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r2i1p3","227601-230012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p1_200601-202512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p1","200601-202512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p1_202601-205012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p1","202601-205012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p1_205101-207512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p1","205101-207512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p1_207601-210012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p1","207601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p1_210101-212512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p1","210101-212512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p1_212601-215012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p1","212601-215012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p1_215101-217512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p1","215101-217512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p1_217601-220012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p1","217601-220012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p1_220101-222512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p1","220101-222512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p1_222601-225012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p1","222601-225012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p1_225101-227512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p1","225101-227512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p1_227601-230012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p1","227601-230012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p2_200601-202512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p2","200601-202512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p2_202601-205012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p2","202601-205012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p2_205101-207512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p2","205101-207512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p2_207601-210012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p2","207601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p2_210101-212512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p2","210101-212512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p2_212601-215012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p2","212601-215012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p2_215101-217512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p2","215101-217512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p2_217601-220012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p2","217601-220012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p2_220101-222512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p2","220101-222512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p2_222601-225012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p2","222601-225012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p2_225101-227512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p2","225101-227512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p2_227601-230012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p2","227601-230012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p3_200601-202512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p3","200601-202512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p3_202601-205012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p3","202601-205012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p3_205101-207512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p3","205101-207512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p3_207601-210012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p3","207601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p3_210101-212512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p3","210101-212512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p3_212601-215012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p3","212601-215012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p3_215101-217512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p3","215101-217512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p3_217601-220012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p3","217601-220012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p3_220101-222512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p3","220101-222512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p3_222601-225012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p3","222601-225012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p3_225101-227512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p3","225101-227512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r3i1p3_227601-230012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r3i1p3","227601-230012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p1_200601-202512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p1","200601-202512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p1_202601-205012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p1","202601-205012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p1_205101-207512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p1","205101-207512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p1_207601-210012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p1","207601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p1_210101-212512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p1","210101-212512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p1_212601-215012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p1","212601-215012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p1_215101-217512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p1","215101-217512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p1_217601-220012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p1","217601-220012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p1_220101-222512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p1","220101-222512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p1_222601-225012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p1","222601-225012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p1_225101-227512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p1","225101-227512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p1_227601-230012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p1","227601-230012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p2_200601-202512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p2","200601-202512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p2_202601-205012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p2","202601-205012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p2_205101-207512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p2","205101-207512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p2_207601-210012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p2","207601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p2_210101-212512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p2","210101-212512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p2_212601-215012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p2","212601-215012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p2_215101-217512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p2","215101-217512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p2_217601-220012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p2","217601-220012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p2_220101-222512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p2","220101-222512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p2_222601-225012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p2","222601-225012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p2_225101-227512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p2","225101-227512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p2_227601-230012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p2","227601-230012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p3_200601-202512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p3","200601-202512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p3_202601-205012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p3","202601-205012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p3_205101-207512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p3","205101-207512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p3_207601-210012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p3","207601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p3_210101-212512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p3","210101-212512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p3_212601-215012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p3","212601-215012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p3_215101-217512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p3","215101-217512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p3_217601-220012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p3","217601-220012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p3_220101-222512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p3","220101-222512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p3_222601-225012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p3","222601-225012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p3_225101-227512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p3","225101-227512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r4i1p3_227601-230012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r4i1p3","227601-230012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p1_200601-202512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p1","200601-202512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p1_202601-205012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p1","202601-205012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p1_205101-207512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p1","205101-207512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p1_207601-210012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p1","207601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p1_210101-212512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p1","210101-212512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p1_212601-215012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p1","212601-215012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p1_215101-217512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p1","215101-217512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p1_217601-220012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p1","217601-220012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p1_220101-222512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p1","220101-222512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p1_222601-225012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p1","222601-225012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p1_225101-227512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p1","225101-227512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p1_227601-230012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p1","227601-230012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p2_200601-202512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p2","200601-202512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p2_202601-205012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p2","202601-205012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p2_205101-207512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p2","205101-207512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p2_207601-210012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p2","207601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p2_210101-212512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p2","210101-212512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p2_212601-215012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p2","212601-215012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p2_215101-217512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p2","215101-217512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p2_217601-220012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p2","217601-220012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p2_220101-222512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p2","220101-222512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p2_222601-225012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p2","222601-225012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p2_225101-227512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p2","225101-227512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p2_227601-230012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p2","227601-230012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p3_200601-202512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p3","200601-202512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p3_202601-205012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p3","202601-205012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p3_205101-207512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p3","205101-207512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p3_207601-210012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p3","207601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p3_210101-212512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p3","210101-212512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p3_212601-215012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p3","212601-215012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p3_215101-217512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p3","215101-217512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p3_217601-220012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p3","217601-220012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p3_220101-222512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p3","220101-222512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p3_222601-225012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p3","222601-225012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p3_225101-227512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p3","225101-227512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r5i1p3_227601-230012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r5i1p3","227601-230012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r6i1p1_200601-202512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r6i1p1","200601-202512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r6i1p1_202601-205012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r6i1p1","202601-205012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r6i1p1_205101-207512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r6i1p1","205101-207512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r6i1p1_207601-210012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r6i1p1","207601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r6i1p3_200601-202512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r6i1p3","200601-202512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r6i1p3_202601-205012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r6i1p3","202601-205012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r6i1p3_205101-207512.nc","data","hfls","Amon","GISS-E2-R","rcp45","r6i1p3","205101-207512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp45_r6i1p3_207601-210012.nc","data","hfls","Amon","GISS-E2-R","rcp45","r6i1p3","207601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp60_r1i1p1_200601-202512.nc","data","hfls","Amon","GISS-E2-R","rcp60","r1i1p1","200601-202512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp60_r1i1p1_202601-205012.nc","data","hfls","Amon","GISS-E2-R","rcp60","r1i1p1","202601-205012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp60_r1i1p1_205101-207512.nc","data","hfls","Amon","GISS-E2-R","rcp60","r1i1p1","205101-207512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp60_r1i1p1_207601-210012.nc","data","hfls","Amon","GISS-E2-R","rcp60","r1i1p1","207601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp60_r1i1p2_200601-202512.nc","data","hfls","Amon","GISS-E2-R","rcp60","r1i1p2","200601-202512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp60_r1i1p2_202601-205012.nc","data","hfls","Amon","GISS-E2-R","rcp60","r1i1p2","202601-205012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp60_r1i1p2_205101-207512.nc","data","hfls","Amon","GISS-E2-R","rcp60","r1i1p2","205101-207512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp60_r1i1p2_207601-210012.nc","data","hfls","Amon","GISS-E2-R","rcp60","r1i1p2","207601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp60_r1i1p3_200601-202512.nc","data","hfls","Amon","GISS-E2-R","rcp60","r1i1p3","200601-202512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp60_r1i1p3_202601-205012.nc","data","hfls","Amon","GISS-E2-R","rcp60","r1i1p3","202601-205012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/hfls/hfls_Amon_GISS-E2-R_rcp60_r1i1p3_205101-207512.nc","data","hfls","Amon","GISS-E2-R","rcp60","r1i1p3","205101-207512"
